2019-10-28 08:58:10[yx129:main] INFO  PropertiesUtils:Loading properties file from path:classpath:\config.properties
2019-10-28 10:08:25[yx129:main] INFO  RedisRegistry: [DUBBO] Register: dubbo://192.168.0.88:20003/com.yxw.mobileapp.invoke.OutsideInvokeService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.mobileapp.invoke.OutsideInvokeService&methods=openService&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505317&version=dev, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  RedisRegistry: [DUBBO] Subscribe: provider://192.168.0.88:20003/com.yxw.mobileapp.invoke.OutsideInvokeService?anyhost=true&application=www.yxw129.dispatcher.com&category=configurators&check=false&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.mobileapp.invoke.OutsideInvokeService&methods=openService&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505317&version=dev, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  AbstractConfig: [DUBBO] The service ready on spring started. service: com.yxw.interfaces.service.YxwCommService, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  AbstractConfig: [DUBBO] Export dubbo service com.yxw.interfaces.service.YxwCommService to local registry, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  AbstractConfig: [DUBBO] Export dubbo service com.yxw.interfaces.service.YxwCommService to url dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505747&version=dev, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  AbstractConfig: [DUBBO] Register dubbo service com.yxw.interfaces.service.YxwCommService url dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505747&version=dev to registry registry://127.0.0.1:6379/com.alibaba.dubbo.registry.RegistryService?application=www.yxw129.dispatcher.com&dubbo=1.0&organization=www.yxw129.com&owner=www.yxw129.com&password=yixiang129&pid=16576&registry=redis&timestamp=1572228505746, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  RedisRegistry: [DUBBO] Load registry store file C:\Users\T440s\.dubbo\dubbo-registry-127.0.0.1.cache, data: {com.yxw.interfaces.service.YxwCommService:dev=dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=5908&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572062837987&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=22316&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571907065299&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=7496&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571898798876&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=23096&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571987003722&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=12196&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572224303047&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=17544&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883860047&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=12224&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572053590072&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=22104&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572066014254&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=1796&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571900171414&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=19148&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571965357564&version=dev dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=17864&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883722292&version=dev, com.yxw.insurance.interfaces.service.InsuranceLocalDataService:dev=dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=4204&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883912669&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=7800&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571965409509&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=16372&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572224377503&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=14976&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571898901193&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=12616&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571987074132&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=14912&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572066120434&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=672&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571900211467&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=8728&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883817549&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=3380&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572053638246&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=14664&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571907127612&version=dev dubbo://192.168.0.88:20007/com.yxw.insurance.interfaces.service.InsuranceLocalDataService?anyhost=true&application=www.yxw129.mobileapp.com&charset=UTF-8&dubbo=yxw_dubbo&dynamic=false&generic=false&interface=com.yxw.insurance.interfaces.service.InsuranceLocalDataService&methods=localService&organization=www.yxw129.com&owner=www.yxw129.com&pid=11712&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572062975253&version=dev, com.yxw.cache.core.serve.ServeComm:rc=dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=pop,pipeline,set,get,count,delete&organization=www.yxw129.com&owner=www.yxw129.com&pid=19448&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883840549&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=14236&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572053574525&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=17288&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572062788578&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=1632&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572224273495&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=7520&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571965146335&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=pop,pipeline,set,get,count,delete&organization=www.yxw129.com&owner=www.yxw129.com&pid=20944&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571898779055&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=12892&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572065965304&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=23824&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571986272480&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=pop,pipeline,set,get,count,delete&organization=www.yxw129.com&owner=www.yxw129.com&pid=4816&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571883704161&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=15972&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571900154061&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=9028&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571907044130&version=rc dubbo://192.168.0.88:20009/com.yxw.cache.core.serve.ServeComm?anyhost=true&application=www.yxw129.cache.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.cache.core.serve.ServeComm&methods=count,get,pipeline,set,delete,pop&organization=www.yxw129.com&owner=www.yxw129.com&pid=8948&revision=rc&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571899828988&version=rc, com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService:dev=dubbo://192.168.0.88:20025/com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService?anyhost=true&application=www.yxw129.insurance.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService&methods=hospitalSettlement,hospitalFeeDetailInfo,hospitalRegistration&organization=www.yxw129.com&owner=www.yxw129.com&pid=2356&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1570600495653&version=dev dubbo://192.168.0.88:20025/com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService?anyhost=true&application=www.yxw129.insurance.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService&methods=hospitalSettlement,hospitalFeeDetailInfo,hospitalRegistration&organization=www.yxw129.com&owner=www.yxw129.com&pid=10228&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1571366535420&version=dev dubbo://192.168.0.88:20025/com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService?anyhost=true&application=www.yxw129.insurance.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService&methods=hospitalFeeDetailInfo,hospitalSettlement,hospitalRegistration&organization=www.yxw129.com&owner=www.yxw129.com&pid=15756&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1570523528161&version=dev dubbo://192.168.0.88:20025/com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService?anyhost=true&application=www.yxw129.insurance.com&charset=UTF-8&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.insurance.chinalife.interfaces.service.InsuranceChinalifeService&methods=hospitalSettlement,hospitalFeeDetailInfo,hospitalRegistration&organization=www.yxw129.com&owner=www.yxw129.com&pid=6184&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1570600751098&version=dev}, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  RedisRegistry: [DUBBO] Register: dubbo://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505747&version=dev, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  RedisRegistry: [DUBBO] Subscribe: provider://192.168.0.88:20003/com.yxw.interfaces.service.YxwCommService?anyhost=true&application=www.yxw129.dispatcher.com&category=configurators&check=false&dubbo=1.0&dynamic=false&generic=false&interface=com.yxw.interfaces.service.YxwCommService&methods=invoke&organization=www.yxw129.com&owner=www.yxw129.com&pid=16576&revision=dev&serialization=hessian2&server=netty&side=provider&timeout=60000&timestamp=1572228505747&version=dev, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:08:25[yx129:main] INFO  Main:Dubbo SpringContainer started!
2019-10-28 10:08:25[yx129:main] INFO  Main:[2019-10-28 10:08:25] Dubbo service server started!
2019-10-28 10:09:21[yx129:DubboRedisSubscribe] INFO  RedisRegistry: [DUBBO] redis event: /dubbo/com.yxw.mobileapp.invoke.OutsideInvokeService/providers = register, dubbo version: 1.0, current host: 127.0.0.1
2019-10-28 10:55:39[yx129:DubboRedisSubscribe] WARN  RedisRegistry: [DUBBO] Failed to subscribe service from redis registry. registry: 127.0.0.1:6379, cause: java.net.SocketException: Connection reset, dubbo version: 1.0, current host: 127.0.0.1
redis.clients.jedis.exceptions.JedisConnectionException: java.net.SocketException: Connection reset
	at redis.clients.util.RedisInputStream.ensureFill(RedisInputStream.java:201) ~[yxw_ext-1.0.jar:na]
	at redis.clients.util.RedisInputStream.readByte(RedisInputStream.java:40) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Protocol.process(Protocol.java:132) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Protocol.read(Protocol.java:196) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Connection.readProtocolWithCheckingBroken(Connection.java:256) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Connection.getRawObjectMultiBulkReply(Connection.java:222) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPubSub.process(JedisPubSub.java:108) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPubSub.proceedWithPatterns(JedisPubSub.java:95) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Jedis.psubscribe(Jedis.java:2614) ~[yxw_ext-1.0.jar:na]
	at com.alibaba.dubbo.registry.redis.RedisRegistry$Notifier.run(RedisRegistry.java:602) ~[yxw_dubbo-1.0.jar:na]
Caused by: java.net.SocketException: Connection reset
	at java.net.SocketInputStream.read(SocketInputStream.java:196) ~[na:1.7.0_67]
	at java.net.SocketInputStream.read(SocketInputStream.java:122) ~[na:1.7.0_67]
	at java.net.SocketInputStream.read(SocketInputStream.java:108) ~[na:1.7.0_67]
	at redis.clients.util.RedisInputStream.ensureFill(RedisInputStream.java:195) ~[yxw_ext-1.0.jar:na]
	... 9 common frames omitted
2019-10-28 10:55:39[yx129:DubboRedisSubscribe] WARN  RedisRegistry: [DUBBO] Failed to subscribe service from redis registry. registry: 127.0.0.1:6379, cause: java.net.SocketException: Connection reset, dubbo version: 1.0, current host: 127.0.0.1
redis.clients.jedis.exceptions.JedisConnectionException: java.net.SocketException: Connection reset
	at redis.clients.util.RedisInputStream.ensureFill(RedisInputStream.java:201) ~[yxw_ext-1.0.jar:na]
	at redis.clients.util.RedisInputStream.readByte(RedisInputStream.java:40) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Protocol.process(Protocol.java:132) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Protocol.read(Protocol.java:196) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Connection.readProtocolWithCheckingBroken(Connection.java:256) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Connection.getRawObjectMultiBulkReply(Connection.java:222) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPubSub.process(JedisPubSub.java:108) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPubSub.proceedWithPatterns(JedisPubSub.java:95) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.Jedis.psubscribe(Jedis.java:2614) ~[yxw_ext-1.0.jar:na]
	at com.alibaba.dubbo.registry.redis.RedisRegistry$Notifier.run(RedisRegistry.java:602) ~[yxw_dubbo-1.0.jar:na]
Caused by: java.net.SocketException: Connection reset
	at java.net.SocketInputStream.read(SocketInputStream.java:196) ~[na:1.7.0_67]
	at java.net.SocketInputStream.read(SocketInputStream.java:122) ~[na:1.7.0_67]
	at java.net.SocketInputStream.read(SocketInputStream.java:108) ~[na:1.7.0_67]
	at redis.clients.util.RedisInputStream.ensureFill(RedisInputStream.java:195) ~[yxw_ext-1.0.jar:na]
	... 9 common frames omitted
2019-10-28 10:55:43[yx129:DubboRedisSubscribe] WARN  RedisRegistry: [DUBBO] Failed to subscribe service from redis registry. registry: 127.0.0.1:6379, cause: Could not get a resource from the pool, dubbo version: 1.0, current host: 127.0.0.1
redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
	at redis.clients.util.Pool.getResource(Pool.java:50) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPool.getResource(JedisPool.java:85) ~[yxw_ext-1.0.jar:na]
	at com.alibaba.dubbo.registry.redis.RedisRegistry$Notifier.run(RedisRegistry.java:582) ~[yxw_dubbo-1.0.jar:na]
Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.SocketTimeoutException: connect timed out
	at redis.clients.jedis.Connection.connect(Connection.java:151) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.BinaryClient.connect(BinaryClient.java:83) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.BinaryJedis.connect(BinaryJedis.java:1633) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisFactory.makeObject(JedisFactory.java:85) ~[yxw_ext-1.0.jar:na]
	at org.apache.commons.pool2.impl.GenericObjectPool.create(GenericObjectPool.java:861) ~[commons-pool2-2.3.jar:2.3]
	at org.apache.commons.pool2.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:435) ~[commons-pool2-2.3.jar:2.3]
	at org.apache.commons.pool2.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:363) ~[commons-pool2-2.3.jar:2.3]
	at redis.clients.util.Pool.getResource(Pool.java:48) ~[yxw_ext-1.0.jar:na]
	... 2 common frames omitted
Caused by: java.net.SocketTimeoutException: connect timed out
	at java.net.DualStackPlainSocketImpl.waitForConnect(Native Method) ~[na:1.7.0_67]
	at java.net.DualStackPlainSocketImpl.socketConnect(DualStackPlainSocketImpl.java:85) ~[na:1.7.0_67]
	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:339) ~[na:1.7.0_67]
	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:200) ~[na:1.7.0_67]
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:182) ~[na:1.7.0_67]
	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:172) ~[na:1.7.0_67]
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392) ~[na:1.7.0_67]
	at java.net.Socket.connect(Socket.java:579) ~[na:1.7.0_67]
	at redis.clients.jedis.Connection.connect(Connection.java:145) ~[yxw_ext-1.0.jar:na]
	... 9 common frames omitted
2019-10-28 10:55:43[yx129:DubboRedisSubscribe] WARN  RedisRegistry: [DUBBO] Failed to subscribe service from redis registry. registry: 127.0.0.1:6379, cause: Could not get a resource from the pool, dubbo version: 1.0, current host: 127.0.0.1
redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
	at redis.clients.util.Pool.getResource(Pool.java:50) ~[yxw_ext-1.0.jar:na]
	at redis.clients.jedis.JedisPool.getResource(JedisPool.java:85) ~[yxw_ext-1.0.jar:na]
	at com.alibaba.dubbo.registry.redis.RedisRegistry$Notifier.run(RedisRegistry.java:582) ~[yxw_dubbo-1.0.jar:na]
Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.SocketTimeoutException: connect timed out
	at redis.clients.jedis.Connection.connect(Connection.java:151) ~[yxw_ext-1.0.jar:na]
